CLARITHROMYCIN 500MG,707662,APEX-CLARITHROMYCIN 500MG TAB 10,,R 113.33
CLARITHROMYCIN 500MG,704033,CLACEE 500MG TAB 10,,R 113.33
CLARITHROMYCIN 500MG,705031,CLARIHEXAL 500MG TAB 10,,R 113.33
CLARITHROMYCIN 500MG,720977,KLARIBIN 500MG TAB,10,R 113.33
CLARITHROMYCIN 500MG,704464,KLARITHRAN 500MG TAB,10,R 113.33
CLARITHROMYCIN 500MG,707256,KLARIZON 500MG TAB,10,R 113.33
CLARITHROMYCIN 500MG,719921,KLARYVID 500MG TAB,10,R 113.33
CLARITHROMYCIN 500MG,705416,MYLAN-CLARITHROMYCIN 500MG TAB,10,R 113.33
CLARITHROMYCIN 500MG,707318,SIMAYLA CLARITHROMYCIN 500MG TAB,10,R 113.33
CLARITHROMYCIN 500MG SRT,717722,CLARIHEXAL XL 500MG TAB,5,R 102.21
CLARITHROMYCIN 500MG SRT,721268,CLARITHROMYCIN UNICORN 500 XL,5,R 102.21
CLARITHROMYCIN 500MG SRT,841552,KLACID XL 500MG TAB,5,R 102.21
CLARITHROMYCIN 500MG SRT,707761,KLARITHRAN MR 500MG TAB,5,R 102.21
CLINDAMYCIN 150MG,849960,CLINDAHEXAL,20,R 98.40
CLINDAMYCIN 150MG,717347,DALACIN C,20,R 98.40
CLOBETASOL CREAM,718718,DERMOVATE  CRE,25,R 60.08
CLOBETASOL CREAM,807249,DOVATE 0.05%  CRE,25,R 60.08
CLOBETASOL CREAM,868302,XENOVATE  CRE,25,R 60.08
CLOBETASOL OIN,718726,DERMOVATE  OIN,25,R 60.08
CLOBETASOL OIN,807230,DOVATE 0.05%  OIN,25,R 60.08
CLOBETASOL OIN,868299,XENOVATE  OIN,25,R 60.08
CLOMIFENE 50MG,714771,CLOMID 50MG TAB,10,R 125.13
CLOMIFENE 50MG,884980,CLOMIHEXAL 50MG TAB,10,R 125.13
CLOMIFENE 50MG,722759,FERTAB 50MG TAB,10,R 125.13
CLOMIFENE 50MG,840270,FERTOMID 50MG TAB,10,R 125.13
CLOMIFENE 50MG,3000464,RUBITAB 50MG TAB,10,R 125.13
CLOMIFENE 50MG,763586,SEROPHENE 50MG TAB,10,R 125.13
CLOMIPRAMINE 25MG,703427,ANAFRANIL,50,R 191.44
CLOMIPRAMINE 25MG,703381,CLOMIDEP,50,R 191.44
CLOMIPRAMINE 25MG,847429,EQUINORM,50,R 191.44
CLONIDINE 0.025MG,720704,DIXARIT,100,R 169.33
CLONIDINE 0.025MG,788317,MENOGRAINE,100,R 169.33
CLOPIDOGREL 75MG,716667,ARROW CLOPIDOGREL 75MG TAB,30,R 185.93
CLOPIDOGREL 75MG,721968,CLOPIDOGREL 75 BIOTECH 75MG TAB,30,R 185.93
CLOPIDOGREL 75MG,722438,CLOPIDOGREL UNICORN 75MG,30,R 185.93
CLOPIDOGREL 75MG,711440,CLOPIDOGREL-WINTHROP 75MG TAB,30,R 185.93
CLOPIDOGREL 75MG,711593,CLOPIVAS 75MG TAB,30,R 185.93
CLOPIDOGREL 75MG,721326,CLOSOLVE 75MG TAB,30,R 185.93
CLOPIDOGREL 75MG,711422,MISTRO 75MG TAB,30,R 185.93
CLOPIDOGREL 75MG,714293,PHARMA DYNAMICS CLOPIDOGREL 75MG TAB,30,R 185.93
CLOPIDOGREL 75MG,711423,PLAGROL 75MG TAB,30,R 185.93
CLOPIDOGREL 75MG,874965,PLAVIX 75MG TAB,30,R 185.93
CLOPIDOGREL 75MG,719884,SPEC CLOPIDOGREL 75MG TAB,30,R 185.93
CLOPIDOGREL 75MG,3000177,ZYKLOT,30,R 185.93
CLOTRIMAZOLE 100MG VAT,712213,CANESTEN 6 VAG TAB 100MG VAT,6,R 33.65
CLOTRIMAZOLE 100MG VAT,717811,GLENMARK CLOTRIMAZOLE 100MG VAT,6,R 33.65
CLOTRIMAZOLE 10MG/1G CRM,826952,A-POR 10MG/1G CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G CRM,796336,CANALBA 1% CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G CRM,788554,CANDASPOR 1%  CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G CRM,797006,CANDIZOLE 1% CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G CRM,712205,CANESTEN 1% CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G CRM,824011,CANEX TOPICAL 10 GRAM CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G CRM,878421,CLOMADERM  CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G CRM,808857,CLOSCRIPT TOPICAL  CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G CRM,814423,COVOSPOR 1% CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G CRM,705246,DIS-CHEM CLOTRIMAZOLE TOPICAL CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G CRM,846422,FUNGISPOR TOPICAL 1% CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G CRM,799696,MEDASPOR TOPICAL  1%  CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G CRM,799505,MICOMISAN  CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G CRM,793493,NORMOSPOR 1%  CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G CRM,702576,PINASPOR T 1% CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G CRM,839639,TRIMAZE 10MG/G CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G CRM,816299,XERASPOR-T 1%  CRE,20,R 11.06
CLOTRIMAZOLE 10MG/1G VCR,826960,A-POR 10MG/1G VCR,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,831875,CANALBA VAG 1% VCR,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,831883,CANDASPOR VAG 1% VCR,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,832596,CANDIZOLE V 1% VCR,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,703548,CANESTAN 35G 1% VCR,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,831905,CANESTEN 1%  VCR,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,831913,CANEX VCR 10MG/G VCR,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,831921,CLOSCRIPT VAGINAL 1 % VCR,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,832332,COVOSPOR VAGINAL 1% VCR,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,705247,DIS-CHEM CLOTRIMAZOLE VCR,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,846341,FUNGISPOR 1% VCR,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,878448,GYNEZOL  1% VCR,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,711138,INNOSPORE  1% VCR,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,716106,INNOSPORE 1%,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,832391,MEDASPOR VAG 1% VCR,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,832405,MICOMISAN VAG  VCR,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,832421,NORMOSPOR VAG 1% VCR,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,702574,PINASPOR V 1%,50,R 25.89
CLOTRIMAZOLE 10MG/1G VCR,832499,XERASPOR V 1% VCR,50,R 25.89
CLOTRIMAZOLE 500MG VAT,712264,CANESTEN 1 VAG 500MG VAT,1,R 86.52
CLOTRIMAZOLE 500MG VAT,717842,GLENMARK CLOTRIMAZOLE 500MG VAT,1,R 86.52
CLOZAPINE 100MG,717082,ASPEN CLOZAPINE 100MG TAB,100,"R 1,207.69"
CLOZAPINE 100MG,700178,CLOMENT 100MG TAB,100,"R 1,207.69"
CLOZAPINE 100MG,736716,LEPONEX 100MG TAB,100,"R 1,207.69"
CLOZAPINE 25MG,717081,ASPEN CLOZAPINE 25MG TAB 100,,R 397.93
CLOZAPINE 25MG,700176,CLOMENT 25MG TAB 100,,R 397.93
CLOZAPINE 25MG,736708,LEPONEX 25MG TAB 100,,R 397.93
CO TRIMOXAZOLE 240MG/5ML,795070,BENCOLE (COTRIVAN)  SUS 50,,R 5.92
CO TRIMOXAZOLE 240MG/5ML,703865,CASICOT SUS 50,,R 5.92
CO TRIMOXAZOLE 240MG/5ML,779881,CO-TRIM SUS 50,,R 5.92
CO TRIMOXAZOLE 240MG/5ML,793310,COZOLE SUSPENSION  SUS 50,,R 5.92
CO TRIMOXAZOLE 240MG/5ML,894842,DOCTRIM 50,,R 5.92
CO TRIMOXAZOLE 240MG/5ML,705259,ILVITRIM SUS 50,,R 5.92
CO TRIMOXAZOLE 240MG/5ML,758221,PURBAC  240mg/5ml SUS 50,,R 5.92
CO TRIMOXAZOLE 240MG/5ML,816337,XERAZOLE  SUS 50,,R 5.92
CO TRIMOXAZOLE 480MG,706434,BACTRIM ADULT 480MG TAB 500,,R 121.34
CO TRIMOXAZOLE 480MG,716731,COZOLE 480mg TAB 500,,R 121.34
CO TRIMOXAZOLE 480MG,721751,DUROBAC 480MG TAB 500,,R 121.34
CO TRIMOXAZOLE 480MG,704095,ILVITRIM 480MG TAB 500,,R 121.34
CO TRIMOXAZOLE 480MG,735698,LAGATRIM 480MG TAB 500,,R 121.34
CO TRIMOXAZOLE 480MG,3000786,NOVATRIM 400MG/80MG 500,,R 121.34
CO TRIMOXAZOLE 480MG,867977,NUCOTRIM  TAB 500,,R 121.34
CO TRIMOXAZOLE 480MG,758248,PURBAC ADULT 480MG TAB 500,,R 121.34
CO TRIMOXAZOLE 480MG,789836,TRIMETHOX 480MG TAB 500,,R 121.34
CO TRIMOXAZOLE 480MG,715609,TRIXAZOLE  TAB 500,,R 121.34
CO TRIMOXAZOLE 480MG,793698,XEROPRIM 480MG TAB 500,,R 121.34
CO TRIMOXAZOLE 960MG,706442,BACTRIM DS 960MG TAB 30,,R 40.76
CO TRIMOXAZOLE 960MG,3000247,CO-TRIMOXAZOLE ASCENDIS DS 30,,R 40.76
CO TRIMOXAZOLE 960MG,721778,DUROBAC  DS 960MG TAB 30,,R 40.76
CO TRIMOXAZOLE 960MG,719286,DUROBAC DOUBLE STRENGTH 800MG/160MG (NAM30  TAB,,R 40.76
CO TRIMOXAZOLE 960MG,758256,PURBAC DS 960MG TAB 30,,R 40.76
CO TRIMOXAZOLE 960MG,782793,SANDOZ-CO-TRIMOXAZOLE 960MG TAB 30,,R 40.76
CODEINE/PARACETAMOL,732745,INFAPAIN SYR 100,,R 18.30
CODEINE/PARACETAMOL,767913,SUPRAGESIC  SYR 100,,R 18.30
CODEINE/PARACETAMOL,714953,TENSOPYN PAEDIATRIC SYR 100,,R 18.30
CYCLIZINE 12.5MG/5ML,792225,ACULOID 12.5MG/5ML SYR 50,,R 20.49
CYCLIZINE 12.5MG/5ML,808962,ADCO-CYCLIZINE 12.5MG/5ML SYR 50,,R 20.49
CYCLIZINE 12.5MG/5ML,792845,MEDAZINE-S 12.5MG/5ML SYR 50,,R 20.49
CYCLIZINE 12.5MG/5ML,820571,NAUZINE S 50ML SUS 50,,R 20.49
CYCLIZINE 12.5MG/5ML,796700,TRIAZINE PAEDIATRIC (WAS NORIZINE) 50ML SUS50,,R 20.49
CYCLIZINE 12.5MG/5ML,774642,VALOID PEDIATRIC  SYR 50,,R 20.49
CYCLIZINE 50MG,792217,ACULOID 500MG TAB 20,,R 26.22
CYCLIZINE 50MG,808954,ADCO-CYCLIZINE 50MG TAB 20,,R 26.22
CYCLIZINE 50MG,809322,COVAMET 50MG TAB 20,,R 26.22
CYCLIZINE 50MG,811513,EMITEX 50MG TAB 20,,R 26.22
CYCLIZINE 50MG,792853,MEDAZINE-T 50MG TAB 20,,R 26.22
CYCLIZINE 50MG,799424,NAUZINE 50MG TAB 20,,R 26.22
CYCLIZINE 50MG,702573,PINALOID 50MG TAB 20,,R 26.22
CYCLIZINE 50MG,772143,TRIAZINE  TAB 20,,R 26.22
CYCLIZINE 50MG,774634,VALOID 50MG TAB 20,,R 26.22
CYCLIZINE 50MG SUP,772135,TRIAZINE (PAEDIATRIC) 50MG SUPP 6,,R 35.96
CYCLIZINE 50MG SUP,774618,VALOID PAED 50MG SUPP 6,,R 35.96
CYPROHEPTADINE 4MG,701422,CIPLA-ACTIN 4MG TAB 30,,R 46.72
CYPROHEPTADINE 4MG,753858,PERIACTIN 4MG TAB 30,,R 46.72
CYPROTERONE 50MG,703583,ANDROCUR 50MG TAB 20,,R 441.63
CYPROTERONE 50MG,899089,CIPLA-CYPROTERONE ACETATE 20,,R 441.63
CYPROTERONE 50MG,704144,CYPROPLEX 50MG TAB 20,,R 441.63
CYPROTERONE AND ESTROGEN,707378,CLARO 35 TAB 28,,R 135.59
CYPROTERONE AND ESTROGEN,825859,DIANE - 35  TAB 28,,R 135.59
CYPROTERONE AND ESTROGEN,707875,DIVA-35 TAB 28,,R 135.59
CYPROTERONE AND ESTROGEN,897214,GINETTE  TAB,28,R 135.59
CYPROTERONE AND ESTROGEN,897311,MINERVA  TAB,28,R 135.59
DESLORATADINE 2.5MG/5ML,720915,ADCO DESLORATADINE 2.5MG/5ML SYR,150,R 231.29
DESLORATADINE 2.5MG/5ML,721616,DEHRIN 2.5MG/5ML,150,R 231.29
DESLORATADINE 2.5MG/5ML,702044,DESELEX 2.5MG/ML,150,R 231.29
DESLORATADINE 2.5MG/5ML,720028,NEOCLARITYNE 2.5MG/ML,150,R 231.29
DESLORATADINE 5MG,721528,ACUHIST 5MG,30,R 124.28
DESLORATADINE 5MG,722045,AERZIT 5MG TAB,30,R 124.28
DESLORATADINE 5MG,719454,CLAREX 5MG,30,R 124.28
DESLORATADINE 5MG,709843,DAZIT 5MG TAB,30,R 124.28
DESLORATADINE 5MG,714362,DESAWAY 5MG TAB,30,R 124.28
DESLORATADINE 5MG,898658,DESELEX 5MG TAB,30,R 124.28
DESLORATADINE 5MG,714103,DESODENE 5MG TAB,30,R 124.28
DESLORATADINE 5MG,721853,DESOTAB  5MG TAB,30,R 124.28
DESLORATADINE 5MG,720738,LORALEX 5MG TAB,30,R 124.28
DESLORATADINE 5MG,718393,NEOCLARITYNE 5MG TAB,30,R 124.28
DESLORATADINE 5MG,718710,NEOLORIDIN 5MG TAB,30,R 124.28
DESLORATADINE 5MG,715715,POLLENTYME ND 5MG TAB,30,R 124.28
DEXTROMETHORPHAN,789119,BENYLIN DRY COUGH SYR,100,R 33.68
DEXTROMETHORPHAN,708132,DILINCT DRY SYR,100,R 33.68
DIAZEPAM 10MG,753181,PAX 10MG TAB,30,R 28.04
DIAZEPAM 10MG,774480,VALIUM 10MG TAB,30,R 28.04
DIAZEPAM 5MG,708062,BETAPAM 5MG TAB,1000,R 120.88
DIAZEPAM 5MG,721174,DOVAL 5MG TAB,1000,R 120.88
DIAZEPAM 5MG,753173,PAX 5MG TAB,1000,R 120.88
DIAZEPAM 5MG,774472,VALIUM 5MG TAB,1000,R 120.88
DICLOFENAC 100MG SIMPLE REG,791547,FORTFEN SR 100MG SRC,30,R 129.22
DICLOFENAC 100MG SIMPLE REG,834327,SANDOZ-DICLOFENAC SR 100MG TAB,30,R 129.22
DICLOFENAC 100MG SIMPLE REG,778230,VOLTAREN SR 100MG TAB,30,R 129.22
DICLOFENAC 100MG SR,718480,DICLOFENAC SR BIOTECH 100 MG TAB,30,R 138.46
DICLOFENAC 100MG SR,706314,DIFEN SR 100MG,30,R 138.46
DICLOFENAC 100MG SR,827592,PANAMOR SR 100 MG TAB,30,R 138.46
DICLOFENAC 100MG SR,787272,VELTEX 100CR 100MG SRC,30,R 138.46
DICLOFENAC 100MG SUP,893398,A-LENNON DICLOFENAC  SUP,5,R 71.19
DICLOFENAC 100MG SUP,845272,DICLOHEXAL 100MG SUP,5,R 71.19
DICLOFENAC 100MG SUP,807621,PANAMOR SUPP-100 100MG SUP,5,R 71.19
DICLOFENAC 100MG SUP,778214,VOLTAREN 100MG SUP,5,R 71.19
DICLOFENAC 25MG,786594,ADCO-DICLOFENAC 25MG TAB,30,R 8.93
DICLOFENAC 25MG,893390,A-LENNON DICLOFENAC  TAB,30,R 8.93
DICLOFENAC 25MG,718479,DICLOFENAC BIOTECH 25MG TAB,30,R 8.93
DICLOFENAC 25MG,853240,DICLOHEXAL 25T  TAB,30,R 8.93
DICLOFENAC 25MG,786012,MYLAN DICLOFENAC (AR 25MG TAB,30,R 8.93
DICLOFENAC 25MG,752371,PANAMOR-25 25MG TAB,30,R 8.93
DICLOFENAC 25MG,719811,SANDOZ DICLOFENAC SOD 25MG TAB,30,R 8.93
DICLOFENAC 25MG,778206,VOLTAREN 25MG TAB,30,R 8.93
DICLOFENAC 25MG,718854,VOLTAREN ACTI-GO SOFT GEL CAPSULES,30,R 8.93
DICLOFENAC 50MG DSP,715311,CATAFAST D 50MG,15,R 51.60
DICLOFENAC 50MG DSP,813036,CATAFLAM D DISP 50MG,15,R 51.60
DICLOFENAC 50MG DSP,707451,DICLOFLAM  50MG DSP,15,R 51.60
DICLOFENAC 50MG DSP,888602,DICLOFLAM BLACKCURRANT 50MG,15,R 51.60
DICLOFENAC 75MG SRC,827584,PANAMOR SR 75 MG TAB,30,R 162.95
DICLOFENAC 75MG SRC,793663,VELTEX 75CR 75MG SRC,30,R 162.95
DICLOFENAC OPD,722050,PANAMOR 5ML,1,R 190.81
DICLOFENAC OPD,886963,VOLTAREN OPHTHA 5 ML,1,R 190.81
DICLOFENAC POT 50MG,705272,DICLOHEXAL K 50MG TAB,20,R 61.82
DICLOFENAC POT 50MG,705058,DYNAK 50MG TAB,20,R 61.82
DICLOFENAC POT 50MG,704384,K-FENAK 50MG TAB,20,R 61.82
DICLOFENAC SOD 50MG,788597,ADCO-DICLOFENAC 50MG TAB,15,R 8.82
DICLOFENAC SOD 50MG,893391,A-LENNON DICLOFENAC  TAB,15,R 8.82
DICLOFENAC SOD 50MG,841153,DICLOHEXAL 50MG TAB,15,R 8.82
DICLOFENAC SOD 50MG,786020,MYLAN DICLOFENAC SOD 50MG TAB,15,R 8.82
DICLOFENAC SOD 50MG,752398,PANAMOR AT-50 50MG TAB,15,R 8.82
DICLOFENAC SOD 50MG,719838,SANDOZ DICLOFENAC SOD 50MG TAB,15,R 8.82
DICLOFENAC SOD 50MG,778222,VOLTAREN GT 50MG TAB,15,R 8.82
DICLOFENAC TOPICAL,852201,ATHRU-DERM,30,R 44.39
DICLOFENAC TOPICAL,702362,DICLOHEXAL GEL,30,R 44.39
DICLOFENAC TOPICAL,702511,PANAMOR GEL,30,R 44.39
DICLOFENAC TOPICAL,778257,VOLTAREN EMULGEL,30,R 44.39
DIDANOSINE 100MG,703333,ASPEN DIDANOSINE 100MG TAB,60,R 183.94
DIDANOSINE 100MG,709872,SONKE-DIDANOSINE 100MG TAB,60,R 183.94
DIDANOSINE 250MG,715073,DELADEX DR 250MG CAP,30,R 221.07
DIDANOSINE 250MG,715670,SONKE-DIDANOSINE 250MG CAP,30,R 221.07
DIDANOSINE 250MG,704783,VIDEX EC  250MG CAP,30,R 221.07
DIDANOSINE 25MG,703330,ASPEN DIDANOSINE 25MG TAB,60,R 174.96
DIDANOSINE 25MG,709870,SONKE-DIDANOSINE 25MG TAB,60,R 174.96
DIDANOSINE 400MG,715074,DELADEX DR 400MG CAP,30,R 274.95
DIDANOSINE 400MG,715671,SONKE-DIDANOSINE 400MG CAP,30,R 274.95
DIDANOSINE 400MG,704785,VIDEX EC 400MG CAP,30,R 274.95
DIDANOSINE 50MG,703332,ASPEN DIDANOSINE 50MG TAB,60,R 172.91
DIDANOSINE 50MG,709871,SONKE-DIDANOSINE 50MG TAB,60,R 172.91
DOLUTEGRAVIR,3000878,OLEGRA,30,R 806.70
DOLUTEGRAVIR,722009,TIVICAY,30,R 806.70
DOMPERIDONE 10MG,715830,BIO-DOMPERIDONE 10MG TAB,10,R 54.67
DOMPERIDONE 10MG,744611,MOTILIUM TAB,10,R 54.67
DOMPERIDONE 10MG,894498,VOMIDON 10MG TAB,10,R 54.67
DOMPERIDONE 10MG,717054,VOMI-GUARD 10MG TAB,10,R 54.67
DONEPEZIL 10MG,723249,ALZIDO 10MG TAB,30,R 369.22
DONEPEZIL 10MG,837334,ARICEPT 10MG TAB,30,R 369.22
DONEPEZIL 10MG,714065,ARIKNOW 10MG TAB,30,R 369.22
DONEPEZIL 10MG,720803,ARIMENTIA 10MG TAB,30,R 369.22
DONEPEZIL 10MG,720363,ARIMER 10MG TAB,30,R 369.22
DONEPEZIL 10MG,722445,CURLOVON,30,R 369.22
DONEPEZIL 10MG,715040,DONECEPT 10MG TAB,30,R 369.22
DONEPEZIL 10MG,723345,DONEPEZIL UNICORN 10MG,30,R 369.22
DONEPEZIL 10MG,720340,DONERIN 10MG TAB,30,R 369.22
DONEPEZIL 10MG,722954,JUBEZIL 10MG TAB,30,R 369.22
DONEPEZIL 10MG,721162,MACLEODS DONEPEZIL 10MG TAB,30,R 369.22
DONEPEZIL 10MG,722447,NEPIZEL 10MG TAB,30,R 369.22
DONEPEZIL 10MG,714082,RAN-DONEPEZIL 10MG TAB,30,R 369.22
DONEPEZIL 10MG,722729,ZEPANALZ 10MG TAB,30,R 369.22
DONEPEZIL 5MG,723248,ALZIDO 5MG TAB,30,R 357.31
DONEPEZIL 5MG,837326,ARICEPT 5MG TAB,30,R 357.31
DONEPEZIL 5MG,714066,ARIKNOW 5MG TAB,30,R 357.31
DONEPEZIL 5MG,720802,ARIMENTIA 5MG TAB,30,R 357.31
DONEPEZIL 5MG,720362,ARIMER 5MG TAB,30,R 357.31
DONEPEZIL 5MG,722444,CURLOVON,30,R 357.31
DONEPEZIL 5MG,715039,DONECEPT 5MG TAB,30,R 357.31
DONEPEZIL 5MG,723344,DONEPEZIL UNICORN 5MG,30,R 357.31
DONEPEZIL 5MG,720339,DONERIN 5MG TAB,30,R 357.31
DONEPEZIL 5MG,722953,JUBEZIL 5MG TAB,30,R 357.31
DONEPEZIL 5MG,721161,MACLEODS DONEPEZIL 5MG TAB,30,R 357.31
DONEPEZIL 5MG,722446,NEPIZEL 5MG TAB,30,R 357.31
DONEPEZIL 5MG,714081,RAN-DONEPEZIL 5MG TAB,30,R 357.31
DONEPEZIL 5MG,722728,ZEPANALZ 5MG TAB,30,R 357.31
DORZOLAMIDE,720983,GLAUCOPRESS 5ML,1,R 143.43
DORZOLAMIDE,819832,TRUSOPT 5ML,1,R 143.43
DOTHIEPIN 25MG,757888,PROTHIADEN 25MG CAP,100,R 171.99
DOTHIEPIN 25MG,800198,THADEN 25MG CAP,100,R 171.99
DOXAZOSIN 4MG,701631,ADCODOXAZOSIN 4MG,30,R 67.44
DOXAZOSIN 4MG,701426,CARDUGEN WAS MERCKDOXAZOSIN 4MG,30,R 67.44
DOXAZOSIN 4MG,3000184,URODOXA 4MG,30,R 67.44
DOXAZOSIN 4MG XL,869856,CARDURA XL 4MG TAB,30,R 155.50
DOXAZOSIN 4MG XL,714292,CARZIN XL 4MG TAB,30,R 155.50
DOXYCYCLINE 100MG,893402,A-LENNON DOXYCYCLINE 100MG CAP,100,R 61.73
DOXYCYCLINE 100MG,716944,CYCLIDOX 100MG CAP,100,R 61.73
DOXYCYCLINE 100MG,883992,DOXIMAL 100MG  TAB,100,R 61.73
DOXYCYCLINE 100MG,838691,DOXITAB 100MG TAB,100,R 61.73
DOXYCYCLINE 100MG,722844,DOXYCYCLINE BIOTECH 100MG TAB,100,R 61.73
DOXYCYCLINE 100MG,809667,DOXYCYL 100MG CAP,100,R 61.73
DOXYCYCLINE 100MG,714192,DOXYTET 100MG CAP,100,R 61.73
DOXYCYCLINE 50MG,808407,DOXYCYL 50MG CAP,30,R 70.38
DOXYCYCLINE 50MG,798401,DUMOXIN 50 50MG CAP,30,R 70.38
DULOXETINE 30MG,703911,CYMBALTA 30MG CAP,28,R 268.08
DULOXETINE 30MG,713705,CYMGEN 30MG CAP,28,R 268.08
DULOXETINE 30MG,723475,DRL DULOXETINE,28,R 268.08
DULOXETINE 30MG,723857,DULTA,28,R 268.08
DULOXETINE 30MG,718210,YELATE 30MG CAP,28,R 268.08
DULOXETINE 60MG,703910,CYMBALTA 60MG CAP,28,R 268.07
DULOXETINE 60MG,712786,CYMGEN 60MG CAP,28,R 268.07
DULOXETINE 60MG,723476,DRL DULOXETINE,28,R 268.07
DULOXETINE 60MG,718212,YELATE 60MG CAP 28,,R 268.07
ECONAZOLE VCR,832367,GYNO-PEVARYL VC 80,,R 263.03
ECONAZOLE VCR,703089,VARI-ECONAZOLE NITRATE VC 80,,R 263.03
EFAVIRENZ 200MG,712932,ADCO-EFAVIRENZ 200MG TAB 90,,R 256.16
EFAVIRENZ 200MG,718601,EFAMAT 200MG TAB 90,,R 256.16
EFAVIRENZ 200MG,710593,ERIGE 200MG CAP 90,,R 256.16
EFAVIRENZ 200MG,709529,SONKE-EFAVIRENZ 200MG 90,,R 256.16
EFAVIRENZ 200MG,712070,STOCRIN 200MG 90,,R 256.16
EFAVIRENZ 200MG,720841,ZENVIR 200MG CAP 90,,R 256.16
EFAVIRENZ 50MG,715585,ADCO-EFAVIRENZ 50MG 30,,R 47.79
EFAVIRENZ 50MG,718603,EFAMAT 50MG 30,,R 47.79
EFAVIRENZ 50MG,710592,ERIGE 50MG 30,,R 47.79
EFAVIRENZ 50MG,712069,STOCRIN 50MG TAB 30,,R 47.79
EFAVIRENZ 50MG,720840,ZENVIR 50MG CAP 30,,R 47.79
EFAVIRENZ 600MG,709545,ADCO-EFAVIRENZ 600MG TAB 30,,R 209.06
EFAVIRENZ 600MG,716055,ARROW EFAVIRENZ 600MG TAB 30,,R 209.06
EFAVIRENZ 600MG,710019,ASPEN EFAVIRENZ 600MG TAB 30,,R 209.06
EFAVIRENZ 600MG,709331,CIPLA-EFAVIRENZ 600MG TAB 30,,R 209.06
EFAVIRENZ 600MG,717778,EFAVIRENZ WINTHROP 600MG TAB 30,,R 209.06
EFAVIRENZ 600MG,717978,EFRIN 600MG TAB 30,,R 209.06
EFAVIRENZ 600MG,710594,ERIGE 600MG TAB 30,,R 209.06
EFAVIRENZ 600MG,715591,HEVAZ 600MG TAB 30,,R 209.06
EFAVIRENZ 600MG,709528,SONKE-EFAVIRENZ 600MG TAB 30,,R 209.06
EFAVIRENZ 600MG,703318,STOCRIN 600MG CAP 30,,R 209.06
EFAVIRENZ 600MG,718099,VIREF 600MG TAB 30,,R 209.06
EFAVIRENZ 600MG,3000055,ZENFAR 600MG TAB 30,,R 209.06
EMTRICITABINE/TENOFOVIR DISOPROXIL,715997,ADCO EMTEVIR 200MG/300MG TAB 30,,R 477.04
EMTRICITABINE/TENOFOVIR DISOPROXIL,715579,ASPEN TENOFOVIR & EMTRICITABINE 200MG/300M3G0 TAB,,R 477.04
EMTRICITABINE/TENOFOVIR DISOPROXIL,715091,DIDIVIR 200MG/300MG TAB,30,R 477.04
EMTRICITABINE/TENOFOVIR DISOPROXIL,723307,EMCOVIR,30,R 477.04
EMTRICITABINE/TENOFOVIR DISOPROXIL,723717,EMTEN,30,R 477.04
EMTRICITABINE/TENOFOVIR DISOPROXIL,721384,EMTEWIN 200MG/300MG,30,R 477.04
EMTRICITABINE/TENOFOVIR DISOPROXIL,721498,EMTROC  200MG/300MG TAB,30,R 477.04
EMTRICITABINE/TENOFOVIR DISOPROXIL,720869,HETEMCIT 200MG/300MG TAB,30,R 477.04
EMTRICITABINE/TENOFOVIR DISOPROXIL,717275,TEMECIT 200MG/300MG,30,R 477.04
EMTRICITABINE/TENOFOVIR DISOPROXIL,720242,TENEMCOM 200MG/300MG TAB,30,R 477.04
